Title	URL	Assignees	Story Points	Status	Date Started	Date Completed	Module Label	Priority Level	Labels
Update ANNL_BRGY Others.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/529	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Combine  in BbsDataRetrieverService@getForm1	https://github.com/cgob-mitd-dev/egov-bebs/issues/507	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	bbs data retriever module	P3	backend, enhancement
Update profile settings - profile details	https://github.com/cgob-mitd-dev/egov-bebs/issues/496	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	enhancement, frontend
Update profile settings - password	https://github.com/cgob-mitd-dev/egov-bebs/issues/498	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	enhancement, frontend
Update profile settings - signature	https://github.com/cgob-mitd-dev/egov-bebs/issues/497	KarstnAncheta	1	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	enhancement, frontend
Add getDigitalSignatureImage	https://github.com/cgob-mitd-dev/egov-bebs/issues/499	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	backend, enhancement
Update sign method for AnnualSkBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/503	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	backend, enhancement
Update sign method for AnnualBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/504	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	backend, enhancement
Update sign method for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/505	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	backend, enhancement
Utilize barryvdh/laravel-dompdf instead of dompdf-dompdf	https://github.com/cgob-mitd-dev/egov-bebs/issues/547	KarstnAncheta	1	Archived - New	Feb 26, 2024	Feb 26, 2024	miscellaneous tasks	P1	backend, enhancement
Remove generateForms@AnnualBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/553	KarstnAncheta	0.5	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	backend, frontend
Remove generateForms@AnnualSkBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/551	KarstnAncheta	0.5	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Remove generateForms@SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/556	KarstnAncheta	0.5	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Add download method for ANNL_BRGY	https://github.com/cgob-mitd-dev/egov-bebs/issues/557	KarstnAncheta	0.5	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Add download method for ANNL_SKTN	https://github.com/cgob-mitd-dev/egov-bebs/issues/558	KarstnAncheta	0.5	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Add download method for SUPP_BRGY	https://github.com/cgob-mitd-dev/egov-bebs/issues/559	KarstnAncheta	0.5	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Update viewable components for City Budget Officer	https://github.com/cgob-mitd-dev/egov-bebs/issues/566	KarstnAncheta	1	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Update viewable components for Sangguniang Panlungsod	https://github.com/cgob-mitd-dev/egov-bebs/issues/560	KarstnAncheta	1	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Add signatures AnnualBarangayBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/549	KarstnAncheta	3	Done	Mar 1, 2024	Mar 1, 2024	miscellaneous tasks	P1	enhancement, frontend
Add headers and footers for transmittal letters	https://github.com/cgob-mitd-dev/egov-bebs/issues/572	KarstnAncheta	8	Done	Mar 5, 2024	Mar 5, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Only show 'sign budget' button to Barangay and SK users	https://github.com/cgob-mitd-dev/egov-bebs/issues/574	KarstnAncheta	1	Done	Mar 6, 2024	Mar 6, 2024	miscellaneous tasks	P1	bug, frontend
Show Expenditure Classes for BDRRM Projects	https://github.com/cgob-mitd-dev/egov-bebs/issues/575	KarstnAncheta	1	Done	Mar 6, 2024	Mar 6, 2024	miscellaneous tasks	P1	bug, frontend
Remove "transmittal letter" columns and views	https://github.com/cgob-mitd-dev/egov-bebs/issues/576	KarstnAncheta	1	Done	Mar 6, 2024	Mar 6, 2024	miscellaneous tasks	P1	backend, bug, frontend
Update version of budgets when returned	https://github.com/cgob-mitd-dev/egov-bebs/issues/577	KarstnAncheta	0.5	Done	Mar 6, 2024	Mar 6, 2024	miscellaneous tasks	P1	backend, bug
Update landing page	https://github.com/cgob-mitd-dev/egov-bebs/issues/579	KarstnAncheta	1	Done	Mar 6, 2024	Mar 6, 2024	miscellaneous tasks	P1	frontend
Add SPA for Appropriation for Sangguniang Kabataan	https://github.com/cgob-mitd-dev/egov-bebs/issues/580	KarstnAncheta	0.5	Done	Mar 7, 2024	Mar 7, 2024	miscellaneous tasks	P1	backend, enhancement
Update 30% QRF Expected Result	https://github.com/cgob-mitd-dev/egov-bebs/issues/591	KarstnAncheta	0.5	Done	Mar 8, 2024	Mar 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Add "digitally signed on" timestamp	https://github.com/cgob-mitd-dev/egov-bebs/issues/590	KarstnAncheta	3	Done	Mar 8, 2024	Mar 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Make transmittal letters only viewable by CBO and SP	https://github.com/cgob-mitd-dev/egov-bebs/issues/589	KarstnAncheta	0.5	Done	Mar 8, 2024	Mar 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Update negative numbers to be within a parenthesis only	https://github.com/cgob-mitd-dev/egov-bebs/issues/588	KarstnAncheta	1	Done	Mar 8, 2024	Mar 8, 2024	miscellaneous tasks	P1	enhancement, frontend
Update Form 1 to show nothing instead of N/A	https://github.com/cgob-mitd-dev/egov-bebs/issues/587	KarstnAncheta	0.5	Done	Mar 8, 2024	Mar 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Update Development Projects to accept MOOE	https://github.com/cgob-mitd-dev/egov-bebs/issues/586	KarstnAncheta	1	Done	Mar 8, 2024	Mar 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Update forms text formatting	https://github.com/cgob-mitd-dev/egov-bebs/issues/592	KarstnAncheta	2	Done	Mar 11, 2024	Mar 11, 2024	miscellaneous tasks	P1	enhancement, frontend
Hide bonuses in PersonnelModal.vue for SK users	https://github.com/cgob-mitd-dev/egov-bebs/issues/598	KarstnAncheta		Done					enhancement, frontend
Add Annual Barangay Budget MFOs in Section 3 of Appropriation Ordinance	https://github.com/cgob-mitd-dev/egov-bebs/issues/599	KarstnAncheta	0.5	Done	Mar 15, 2024	Mar 15, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Add CBO users accounts in seeder	https://github.com/cgob-mitd-dev/egov-bebs/issues/600	KarstnAncheta	0.5	Done	Mar 15, 2024	Mar 15, 2024	miscellaneous tasks	P1	backend, enhancement
Add MFO column for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/601	KarstnAncheta	0.5	Done	Mar 15, 2024	Mar 15, 2024	miscellaneous tasks	P1	backend, enhancement
